iteration,image,frozen,U,field_term,pv,H,px,py,pz,Px,Py,Pz
2,5,0,-3.1364292182940594e+05,-1.1942139635004763e+00,0.0000000000000000e+00,-3.1364411604336946e+05,-3.5935001110299154e+01,-3.5837338768940072e+01,2.9237579508784041e+01,-7.9312550506372946e-03,-7.9096998839689042e-03,6.4530594958293139e-03
2,6,0,-3.1364319340856693e+05,-1.4377303499930645e+00,0.0000000000000000e+00,-3.1364463113891694e+05,-4.3262634085998911e+01,-4.2959775243463476e+01,3.5064937703823432e+01,-9.5486601586568624e-03,-9.4818150341166776e-03,7.7393154784036258e-03
2,7,0,-3.1364389101454068e+05,-1.6814880557171812e+00,0.0000000000000000e+00,-3.1364557250259642e+05,-5.0597528580252259e+01,-5.0085997471462875e+01,4.0890083104950847e+01,-1.1167684894971545e-02,-1.1054781786910160e-02,9.0250962104009968e-03
2,8,0,-3.1364482747554552e+05,-1.9254732920395015e+00,0.0000000000000000e+00,-3.1364675294883759e+05,-5.7939269680347579e+01,-5.7215695380238635e+01,4.6715564986953765e+01,-1.2788223730606757e-02,-1.2628518057985051e-02,1.0310953176503353e-02
2,9,0,-3.1364570475217869e+05,-2.1696802748013235e+00,0.0000000000000000e+00,-3.1364787443245348e+05,-6.5287683335607426e+01,-6.4348770395139965e+01,5.2544194960418508e+01,-1.4410217937642590e-02,-1.4202982217130665e-02,1.1597490706561115e-02
2,10,0,-3.1364611001634866e+05,-2.4089176714334437e+00,0.0000000000000000e+00,-3.1364851893402007e+05,-7.2486557554429012e+01,-7.1498533679737022e+01,5.8390367050550836e+01,-1.5999158888265405e-02,-1.5781083268593066e-02,1.2887862129256536e-02
3,0,0,-3.1364615200129757e+05,2.4296512282942339e-02,0.0000000000000000e+00,-3.1364612770478526e+05,7.3110449429406776e-01,-3.1186191008930653e-01,1.9536548752085992e-06,1.6134709725811448e-04,-6.8824654110307765e-05,4.3115114955412066e-10
3,1,0,-3.1364572031101090e+05,-2.3330851435137673e-01,0.0000000000000000e+00,-3.1364595361952524e+05,-7.0204686752146035e+00,-7.3689133287777322e+00,5.9036061058438820e+00,-1.5494276431550337e-03,-1.6263298847740788e-03,1.3029344503718249e-03
3,2,0,-3.1364480673872511e+05,-4.7580413869748511e-01,0.0000000000000000e+00,-3.1364528254286380e+05,-1.4317385975174325e+01,-1.4474089331090884e+01,1.1800551900712300e+01,-3.1599941818252924e-03,-3.1945802224494289e-03,2.6045030435888792e-03
3,3,0,-3.1364386122881598e+05,-7.1865724048338897e-01,0.0000000000000000e+00,-3.1364457988605648e+05,-2.1625060101455439e+01,-2.1586383449120753e+01,1.7664918719959598e+01,-4.7730137300998109e-03,-4.7644771437614763e-03,3.8989440582312953e-03
3,4,0,-3.1364318930918770e+05,-9.6182856179009879e-01,0.0000000000000000e+00,-3.1364415113774949e+05,-2.8942309747017841e+01,-2.8704626427416020e+01,2.3503018018010881e+01,-6.3881912103185600e-03,-6.3357293817225841e-03,5.1876223574065699e-03
3,5,0,-3.1364296372016473e+05,-1.2052557553660375e+00,0.0000000000000000e+00,-3.1364416897592007e+05,-3.6267258825479082e+01,-3.5827130631550503e+01,2.9320889805609699e+01,-8.0050864894503932e-03,-7.9079392449950547e-03,6.4718499948127643e-03
3,6,0,-3.1364323169673193e+05,-1.4488800179783874e+00,0.0000000000000000e+00,-3.1364468057674990e+05,-4.3598137893254375e+01,-4.2952425667972243e+01,3.5125216394288323e+01,-9.6232847399491030e-03,-9.4807586389681359e-03,7.7530824766455057e-03
3,7,0,-3.1364392092429672e+05,-1.6926383621268923e+00,0.0000000000000000e+00,-3.1364561356265884e+05,-5.0933051598287200e+01,-5.0078974406556533e+01,4.0922988202749977e+01,-1.1242337792482050e-02,-1.1053819257091301e-02,9.0328390390130211e-03
3,8,0,-3.1364484572831215e+05,-1.9364863083493176e+00,0.0000000000000000e+00,-3.1364678221462050e+05,-5.8270661512478696e+01,-5.7205758703408947e+01,4.6721758633765660e+01,-1.2861908219452557e-02,-1.2626855418654007e-02,1.0312753550433254e-02
3,9,0,-3.1364571098611655e+05,-2.1804014271885626e+00,0.0000000000000000e+00,-3.1364789138754376e+05,-6.5610292712749384e+01,-6.4332342341475197e+01,5.2529851427497604e+01,-1.4481785869560183e-02,-1.4199711169638574e-02,1.1594614635593699e-02
3,10,0,-3.1364611001634866e+05,-2.4089176714334437e+00,0.0000000000000000e+00,-3.1364851893402007e+05,-7.2486557554429012e+01,-7.1498533679737022e+01,5.8390367050550836e+01,-1.5999158888265405e-02,-1.5781083268593066e-02,1.2887862129256536e-02
4,0,0,-3.1364615200129757e+05,2.4296512282942339e-02,0.0000000000000000e+00,-3.1364612770478526e+05,7.3110449429406776e-01,-3.1186191008930653e-01,1.9536548752085992e-06,1.6134709725811448e-04,-6.8824654110307765e-05,4.3115114955412066e-10
4,1,0,-3.1364573015871289e+05,-2.4851719317365861e-01,0.0000000000000000e+00,-3.1364597867590608e+05,-7.4781118673632818e+00,-7.3272251625579257e+00,5.9659908557189301e+00,-1.6504967382029202e-03,-1.6171944797536580e-03,1.3167559702452615e-03
4,2,0,-3.1364483570478641e+05,-4.9122247016611498e-01,0.0000000000000000e+00,-3.1364532692725660e+05,-1.4781337809081979e+01,-1.4436282100310429e+01,1.1920144724505827e+01,-3.2626110698888333e-03,-3.1864486419877071e-03,2.6310741717136270e-03
4,3,0,-3.1364390633753070e+05,-7.3436340100662478e-01,0.0000000000000000e+00,-3.1364464070093172e+05,-2.2097672977448486e+01,-2.1555063983655341e+01,1.7809452126625757e+01,-4.8777316084354485e-03,-4.7579587688813818e-03,3.9311708366584226e-03
4,4,0,-3.1364324418725702e+05,-9.7785730085909661e-01,0.0000000000000000e+00,-3.1364422204455786e+05,-2.9424629309378997e+01,-2.8681139035834978e+01,2.3646739999458390e+01,-6.4952412568500279e-03,-6.3311219862887992e-03,5.2198204306869982e-03
4,5,0,-3.1364302107623173e+05,-1.2215641761429024e+00,0.0000000000000000e+00,-3.1364424264040787e+05,-3.6757994268737562e+01,-3.5810700879930344e+01,2.9443782876555346e+01,-8.1141583989383943e-03,-7.9050477344431280e-03,6.4995798295641163e-03
4,6,0,-3.1364328420950705e+05,-1.4653793227580387e+00,0.0000000000000000e+00,-3.1364474958882981e+05,-4.4094617212452775e+01,-4.2941193993634535e+01,3.5214284370709152e+01,-9.7337392352661572e-03,-9.4791249183806166e-03,7.7734354687671644e-03
4,7,0,-3.1364396204839560e+05,-1.7091611353625282e+00,0.0000000000000000e+00,-3.1364567120953096e+05,-5.1430237105001098e+01,-5.0069090399610509e+01,4.0971815189082513e+01,-1.1352983682201062e-02,-1.1052516929465085e-02,9.0443360842794914e-03
4,8,0,-3.1364487080903427e+05,-1.9528103389265636e+00,0.0000000000000000e+00,-3.1364682361937320e+05,-5.8761866669047492e+01,-5.7192063290191292e+01,4.6731186739931559e+01,-1.2971148238718404e-02,-1.2624628403882891e-02,1.0315484938366912e-02
4,9,0,-3.1364571925944835e+05,-2.1962715572509768e+00,0.0000000000000000e+00,-3.1364791553100559e+05,-6.6087839583614809e+01,-6.4308959984554633e+01,5.2508844458340072e+01,-1.4587742340580682e-02,-1.4195085576348385e-02,1.1590415095817475e-02
4,10,0,-3.1364611001634866e+05,-2.4089176714334437e+00,0.0000000000000000e+00,-3.1364851893402007e+05,-7.2486557554429012e+01,-7.1498533679737022e+01,5.8390367050550836e+01,-1.5999158888265405e-02,-1.5781083268593066e-02,1.2887862129256536e-02
5,0,0,-3.1364615200129757e+05,2.4296512282942339e-02,0.0000000000000000e+00,-3.1364612770478526e+05,7.3110449429406776e-01,-3.1186191008930653e-01,1.9536548752085992e-06,1.6134709725811448e-04,-6.8824654110307765e-05,4.3115114955412066e-10
5,1,0,-3.1364574074650387e+05,-2.6816008007866315e-01,0.0000000000000000e+00,-3.1364600890658394e+05,-8.0691844760537563e+00,-7.2666534208525899e+00,6.0455032821338346e+00,-1.7810472482051665e-03,-1.6039109177981750e-03,1.3343761090867442e-03
5,2,0,-3.1364486943380820e+05,-5.1117172620861240e-01,0.0000000000000000e+00,-3.1364538060553442e+05,-1.5381629348075109e+01,-1.4380857441834161e+01,1.2075359812219883e+01,-3.3954100379269664e-03,-3.1744951465828282e-03,2.6655692313325837e-03
5,3,0,-3.1364395949085266e+05,-7.5473535287476590e-01,0.0000000000000000e+00,-3.1364471422620554e+05,-2.2710683824227385e+01,-2.1508804226622651e+01,1.7997504525036824e+01,-5.0135940735129957e-03,-4.7482680060874473e-03,3.9731160331019947e-03
5,4,0,-3.1364330902898707e+05,-9.9870954946778856e-01,0.0000000000000000e+00,-3.1364430773853656e+05,-3.0052092728672100e+01,-2.8646396615662887e+01,2.3833936938091696e+01,-6.6345486552685145e-03,-6.3242155500008220e-03,5.2617771311315245e-03
5,5,0,-3.1364308895662613e+05,-1.2428370776361695e+00,0.0000000000000000e+00,-3.1364433179370378e+05,-3.7398115521832864e+01,-3.5786626681838108e+01,2.9603845411392207e+01,-8.2564795164508428e-03,-7.9007069216889946e-03,6.5357181728754104e-03
5,6,0,-3.1364334651564364e+05,-1.4869597974543463e+00,0.0000000000000000e+00,-3.1364483347544109e+05,-4.4743993627295104e+01,-4.2925730415803322e+01,3.5330531771333831e+01,-9.8782561682946128e-03,-9.4768331318505674e-03,7.8000199603641294e-03
5,7,0,-3.1364401100231102e+05,-1.7308153443704244e+00,0.0000000000000000e+00,-3.1364574181765539e+05,-5.2081832253378451e+01,-5.0057065758777725e+01,4.1035910282509661e+01,-1.1498036963348413e-02,-1.1051031952391674e-02,9.0594434342762282e-03
5,8,0,-3.1364490062099567e+05,-1.9742144186544903e+00,0.0000000000000000e+00,-3.1364687483541435e+05,-5.9405935196376909e+01,-5.7176086807885994e+01,4.6744011291100165e+01,-1.3114424146522885e-02,-1.2622163946385613e-02,1.0319184242363881e-02
5,9,0,-3.1364572861179087e+05,-2.2170533787738336e+00,0.0000000000000000e+00,-3.1364794566516962e+05,-6.6713183786850294e+01,-6.4280610542756278e+01,5.2482121898621934e+01,-1.4726523838994646e-02,-1.4189548299291621e-02,1.1585104703298833e-02
5,10,0,-3.1364611001634866e+05,-2.4089176714334437e+00,0.0000000000000000e+00,-3.1364851893402007e+05,-7.2486557554429012e+01,-7.1498533679737022e+01,5.8390367050550836e+01,-1.5999158888265405e-02,-1.5781083268593066e-02,1.2887862129256536e-02
6,0,0,-3.1364615200129757e+05,2.4296512282942339e-02,0.0000000000000000e+00,-3.1364612770478526e+05,7.3110449429406776e-01,-3.1186191008930653e-01,1.9536548752085992e-06,1.6134709725811448e-04,-6.8824654110307765e-05,4.3115114955412066e-10
6,1,0,-3.1364575079018867e+05,-2.9165209602923675e-01,0.0000000000000000e+00,-3.1364604244228470e+05,-8.7760809326925262e+00,-7.1819637822028461e+00,6.1382137928290570e+00,-1.9372014581971596e-03,-1.5853216052024285e-03,1.3549278774194471e-03
6,2,0,-3.1364490533326048e+05,-5.3510888799347311e-01,0.0000000000000000e+00,-3.1364544044214848e+05,-1.6101920653994039e+01,-1.4303071501409207e+01,1.2262231631484616e+01,-3.5547974330457062e-03,-3.1576681409907948e-03,2.7071149127915403e-03
6,3,0,-3.1364401701649424e+05,-7.7927141247908149e-01,0.0000000000000000e+00,-3.1364479628790671e+05,-2.3448996518661975e+01,-2.1443517050620059e+01,1.8224937142204986e+01,-5.1772847107974113e-03,-4.7344965437452202e-03,4.0238689253285697e-03
6,4,0,-3.1364337954761932e+05,-1.0239249741374481e+00,0.0000000000000000e+00,-3.1364440347259346e+05,-3.0810848145368848e+01,-2.8597185341283055e+01,2.4060642011118127e+01,-6.8030732869449112e-03,-6.3142938084402526e-03,5.3126194436548075e-03
6,5,0,-3.1364316298834572e+05,-1.2686612590662856e+00,0.0000000000000000e+00,-3.1364443164960481e+05,-3.8175188991685509e+01,-3.5752971081999867e+01,2.9797826116540428e+01,-8.4293236448549271e-03,-7.8944825808447087e-03,6.5795488348239870e-03
6,6,0,-3.1364341469889332e+05,-1.5132497659702264e+00,0.0000000000000000e+00,-3.1364492794865929e+05,-4.5535083060748633e+01,-4.2905452248304051e+01,3.5471726867307964e+01,-1.0054385506826382e-02,-9.4737492116498904e-03,7.8323436028646526e-03
6,7,0,-3.1364406477231131e+05,-1.7572648015464443e+00,0.0000000000000000e+00,-3.1364582203711284e+05,-5.2877720847915640e+01,-5.0043743561079658e+01,4.1114302274958852e+01,-1.1675283267173764e-02,-1.1049547379431717e-02,9.0779465849703516e-03
6,8,0,-3.1364493328859616e+05,-2.0003808946767685e+00,0.0000000000000000e+00,-3.1364693366949086e+05,-6.0193308626643123e+01,-5.7159876385701736e+01,4.6760478738148336e+01,-1.3289644034656233e-02,-1.2619914531408476e-02,1.0323906950764317e-02
6,9,0,-3.1364573823261762e+05,-2.2424376900334031e+00,0.0000000000000000e+00,-3.1364798067030765e+05,-6.7477021157017205e+01,-6.4250585526569509e+01,5.2451419887822205e+01,-1.4896092655388842e-02,-1.4183831158457028e-02,1.1579070877144847e-02
6,10,0,-3.1364611001634866e+05,-2.4089176714334437e+00,0.0000000000000000e+00,-3.1364851893402007e+05,-7.2486557554429012e+01,-7.1498533679737022e+01,5.8390367050550836e+01,-1.5999158888265405e-02,-1.5781083268593066e-02,1.2887862129256536e-02
7,0,0,-3.1364615200129757e+05,2.4296512282942339e-02,0.0000000000000000e+00,-3.1364612770478526e+05,7.3110449429406776e-01,-3.1186191008930653e-01,1.9536548752085992e-06,1.6134709725811448e-04,-6.8824654110307765e-05,4.3115114955412066e-10
7,1,0,-3.1364575953797082e+05,-3.1822230795377737e-01,0.0000000000000000e+00,-3.1364607776027877e+05,-9.5756031491390186e+00,-7.0661532347112663e+00,6.2385168499156727e+00,-2.1138468937171094e-03,-1.5598773083099773e-03,1.3771737674594224e-03
7,2,0,-3.1364494166998583e+05,-5.6232013874545983e-01,0.0000000000000000e+00,-3.1364550399012456e+05,-1.6920732320807112e+01,-1.4196664135399642e+01,1.2475141704666719e+01,-3.7360446012000385e-03,-3.1345788936622153e-03,2.7544721428878660e-03
7,3,0,-3.1364407639648218e+05,-8.0731927354992972e-01,0.0000000000000000e+00,-3.1364488371575571e+05,-2.4292982562643651e+01,-2.1354066544180789e+01,1.8486154939077686e+01,-5.3644858857576760e-03,-4.7155012063418650e-03,4.0821960414653951e-03
7,4,0,-3.1364345285321627e+05,-1.0529021137907830e+00,0.0000000000000000e+00,-3.1364450575533003e+05,-3.1682797040157894e+01,-2.8529459852563395e+01,2.4321540816805790e+01,-6.9968367831900937e-03,-6.3004530139162797e-03,5.3711751268422075e-03
7,5,0,-3.1364324026172754e+05,-1.2984945126462402e+00,0.0000000000000000e+00,-3.1364453875624016e+05,-3.9072899145213682e+01,-3.5707322226793103e+01,3.0021433540298229e+01,-8.6291069118735395e-03,-7.8858315551806231e-03,6.6301238283894646e-03
7,6,0,-3.1364348615925520e+05,-1.5437538758079654e+00,0.0000000000000000e+00,-3.1364502991313103e+05,-4.6452979898660963e+01,-4.2879520986676582e+01,3.5634857487212386e+01,-1.0258855177650027e-02,-9.4696787342592060e-03,7.8697393156482408e-03
7,7,0,-3.1364412133699463e+05,-1.7880560074365521e+00,0.0000000000000000e+00,-3.1364590939300205e+05,-5.3804256671199063e+01,-5.0030023321631887e+01,4.1205583438202652e+01,-1.1881728920862724e-02,-1.1048255505967620e-02,9.0995323182448042e-03
7,8,0,-3.1364496758851595e+05,-2.0308911185476570e+00,0.0000000000000000e+00,-3.1364699847963452e+05,-6.1111389441459707e+01,-5.7146215635341349e+01,4.6781029880922176e+01,-1.3494045729748829e-02,-1.2618493117458471e-02,1.0329749695883069e-02
7,9,0,-3.1364574769312213e+05,-2.2720292413343826e+00,0.0000000000000000e+00,-3.1364801972236345e+05,-6.8367458265740353e+01,-6.4223663594907293e+01,5.2419399338465745e+01,-1.5093840685180262e-02,-1.4178993502321111e-02,1.1572904456273011e-02
7,10,0,-3.1364611001634866e+05,-2.4089176714334437e+00,0.0000000000000000e+00,-3.1364851893402007e+05,-7.2486557554429012e+01,-7.1498533679737022e+01,5.8390367050550836e+01,-1.5999158888265405e-02,-1.5781083268593066e-02,1.2887862129256536e-02
8,0,0,-3.1364615200129757e+05,2.4296512282942339e-02,0.0000000000000000e+00,-3.1364612770478526e+05,7.3110449429406776e-01,-3.1186191008930653e-01,1.9536548752085992e-06,1.6134709725811448e-04,-6.8824654110307765e-05,4.3115114955412066e-10
8,1,0,-3.1364576694578916e+05,-3.4693207944040932e-01,0.0000000000000000e+00,-3.1364611387786863e+05,-1.0439506688856877e+01,-6.9110240699006633e+00,6.3392495756730876e+00,-2.3047550644412964e-03,-1.5257634484377525e-03,1.3995314146294899e-03
8,2,0,-3.1364497785969393e+05,-5.9191874230881181e-01,0.0000000000000000e+00,-3.1364556977843621e+05,-1.7811381638618354e+01,-1.4053887841587635e+01,1.2706381475749748e+01,-3.9332708820657113e-03,-3.1035070130259650e-03,2.8059384324585408e-03
8,3,0,-3.1364413652198785e+05,-8.3807660634448888e-01,0.0000000000000000e+00,-3.1364497459859418e+05,-2.5218499113197606e+01,-2.1234416114742540e+01,1.8773772186213137e+01,-5.5698791868852432e-03,-4.6899354252715681e-03,4.1464657547597749e-03
8,4,0,-3.1364352763001464e+05,-1.0849021682263531e+00,0.0000000000000000e+00,-3.1364461253218289e+05,-3.2645708232639009e+01,-2.8438613231784782e+01,2.4609802878439318e+01,-7.2109437205179431e-03,-6.2816599977742194e-03,5.4359336383470744e-03
8,5,0,-3.1364331945608713e+05,-1.3316622831061329e+00,0.0000000000000000e+00,-3.1364465111837024e+05,-4.0070947991342351e+01,-3.5646870915270014e+01,3.0269118449731309e+01,-8.8513613439570125e-03,-7.8741170615833165e-03,6.6862132889767070e-03
8,6,0,-3.1364355971501104e+05,-1.5778480745322525e+00,0.0000000000000000e+00,-3.1364513756308559e+05,-4.7478905826893111e+01,-4.2846872677043869e+01,3.5815997099814808e+01,-1.0487533342953338e-02,-9.4643715564996771e-03,7.9113336176055565e-03
8,7,0,-3.1364417978141247e+05,-1.8226130519828498e+00,0.0000000000000000e+00,-3.1364600239446445e+05,-5.4844110057689278e+01,-5.0016877236669238e+01,4.1307862213555758e+01,-1.2113562797379041e-02,-1.1047359191312922e-02,9.1237761433824796e-03
8,8,0,-3.1364500309797574e+05,-2.0652280667210139e+00,0.0000000000000000e+00,-3.1364706832604244e+05,-6.2144619924812176e+01,-5.7138843764895036e+01,4.6806463760099504e+01,-1.3724210203282673e-02,-1.2618719103129459e-02,1.0336884323906817e-02
8,9,0,-3.1364575703601574e+05,-2.3053346578656564e+00,0.0000000000000000e+00,-3.1364806237067358e+05,-6.9369649009283634e+01,-6.4205869970019819e+01,5.2389463593364383e+01,-1.5316505784305452e-02,-1.4176366650645212e-02,1.1567357390795480e-02
8,10,0,-3.1364611001634866e+05,-2.4089176714334437e+00,0.0000000000000000e+00,-3.1364851893402007e+05,-7.2486557554429012e+01,-7.1498533679737022e+01,5.8390367050550836e+01,-1.5999158888265405e-02,-1.5781083268593066e-02,1.2887862129256536e-02
9,0,0,-3.1364615200129757e+05,2.4296512282942339e-02,0.0000000000000000e+00,-3.1364612770478526e+05,7.3110449429406776e-01,-3.1186191008930653e-01,1.9536548752085992e-06,1.6134709725811448e-04,-6.8824654110307765e-05,4.3115114955412066e-10
9,1,0,-3.1364577422461729e+05,-3.7996567987401186e-01,0.0000000000000000e+00,-3.1364615419029718e+05,-1.1433518234978120e+01,-6.6840805600186881e+00,6.4417077914766478e+00,-2.5244680237943534e-03,-1.4758141191056511e-03,1.4222993311420438e-03
9,2,0,-3.1364501812009542e+05,-6.2624571643176219e-01,0.0000000000000000e+00,-3.1364564436581184e+05,-1.8844311993582288e+01,-1.3843378992967889e+01,1.2971926487882676e+01,-4.1621159024100825e-03,-3.0575670721936627e-03,2.8650906193072151e-03
9,3,0,-3.1364420373753109e+05,-8.7417625188678638e-01,0.0000000000000000e+00,-3.1364507791378297e+05,-2.6304770788368273e+01,-2.1059151089839268e+01,1.9111682236763482e+01,-5.8111050685828673e-03,-4.6522716591140701e-03,4.2220475672919040e-03
9,4,0,-3.1364361156980810e+05,-1.1228342259305855e+00,0.0000000000000000e+00,-3.1364473440403404e+05,-3.3787118882136056e+01,-2.8305670035573730e+01,2.4950741838729776e+01,-7.4649299565748735e-03,-6.2538580139544445e-03,5.5126197898210574e-03
9,5,0,-3.1364340869692963e+05,-1.3713191261644324e+00,0.0000000000000000e+00,-3.1364478001605580e+05,-4.1264259025115386e+01,-3.5559229052750410e+01,3.0563053426994031e+01,-9.1173046624977421e-03,-7.8567829035810482e-03,6.7528819393194257e-03
9,6,0,-3.1364364294772153e+05,-1.6188884763219420e+00,0.0000000000000000e+00,-3.1364526183619787e+05,-4.8713849420716720e+01,-4.2801558673978413e+01,3.6031644965886187e+01,-1.0763012485446949e-02,-9.4567297777273865e-03,7.9609607791352194e-03
9,7,0,-3.1364424623852316e+05,-1.8644373475661074e+00,0.0000000000000000e+00,-3.1364611067587073e+05,-5.6102641739747639e+01,-5.0004409406953343e+01,4.1431157083084088e+01,-1.2394354709406785e-02,-1.1047115929036197e-02,9.1530887135584191e-03
9,8,0,-3.1364504389438027e+05,-2.1069743020230058e+00,0.0000000000000000e+00,-3.1364715086868231e+05,-6.3400802700912578e+01,-5.7143532278379368e+01,4.6841700131383391e+01,-1.4004221385588796e-02,-1.2622090615414958e-02,1.0346580970146214e-02
9,9,0,-3.1364576765889936e+05,-2.3458086766498889e+00,0.0000000000000000e+00,-3.1364811346757604e+05,-7.0587549615374712e+01,-6.4204413239080239e+01,5.2362978485043570e+01,-1.5587239551499070e-02,-1.4177706619284653e-02,1.1562864750564882e-02
9,10,0,-3.1364611001634866e+05,-2.4089176714334437e+00,0.0000000000000000e+00,-3.1364851893402007e+05,-7.2486557554429012e+01,-7.1498533679737022e+01,5.8390367050550836e+01,-1.5999158888265405e-02,-1.5781083268593066e-02,1.2887862129256536e-02
10,0,0,-3.1364615200129757e+05,2.4296512282942339e-02,0.0000000000000000e+00,-3.1364612770478526e+05,7.3110449429406776e-01,-3.1186191008930653e-01,1.9536548752085992e-06,1.6134709725811448e-04,-6.8824654110307765e-05,4.3115114955412066e-10
10,1,0,-3.1364578221317555e+05,-4.1665185057171977e-01,0.0000000000000000e+00,-3.1364619886502612e+05,-1.2537438993776242e+01,-6.3553277557694416e+00,6.5320689924305544e+00,-2.7685460441185246e-03,-1.4033980564967501e-03,1.4424264618858925e-03
10,2,0,-3.1364506366547488e+05,-6.6468229043421423e-01,0.0000000000000000e+00,-3.1364572834776534e+05,-2.0000904004452423e+01,-1.3534069370122740e+01,1.3261134470810317e+01,-4.4185169462970806e-03,-2.9898905994916692e-03,2.9295949509760139e-03
10,3,0,-3.1364427867731662e+05,-9.1529975590206814e-01,0.0000000000000000e+00,-3.1364519397707254e+05,-2.7542215004911260e+01,-2.0803331170413891e+01,1.9493617739869840e+01,-6.0861279075164832e-03,-4.5970062459750032e-03,4.3075929413783354e-03
10,4,0,-3.1364370473642659e+05,-1.1666764114656800e+00,0.0000000000000000e+00,-3.1364487141283805e+05,-3.5106370736521981e+01,-2.8112789450415953e+01,2.5341138764203567e+01,-7.7587614397686515e-03,-6.2131294741129836e-03,5.6005746580629935e-03
