iteration,image,frozen,U,field_term,pv,H,px,py,pz,Px,Py,Pz,k_left,k_right
0,0,0,-6.0081903449198393e-03,0.0000000000000000e+00,0.0000000000000000e+00,-6.0081903449198393e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5000000000000000e+01
0,1,1,-3.3629677295614613e-03,0.0000000000000000e+00,0.0000000000000000e+00,-3.3629677295614613e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5000000000000000e+01,1.5000000000000000e+01
0,2,0,4.5832414484223705e-03,0.0000000000000000e+00,0.0000000000000000e+00,4.5832414484223705e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5000000000000000e+01,0.0000000000000000e+00
