iteration,image,frozen,update_rate,U,field_term,pv,H,px,py,pz,Px,Py,Pz,k_left,k_right
57,24,0,1.0000000000000000e+00,-3.1364600839824288e+05,-1.3407881148729466e+00,0.0000000000000000e+00,-3.1364734918635775e+05,-8.0691361470362764e+01,-6.8541483211055208e+01,5.3503364708030702e+01,-1.7821978146156991e-02,-1.5138483149045328e-02,1.1817074085713818e-02,1.3500000000000000e+02,1.3500000000000000e+02
57,25,0,1.0000000000000000e+00,-3.1364604889063223e+05,-1.3415865936637676e+00,0.0000000000000000e+00,-3.1364739047722588e+05,-8.0739419924414250e+01,-6.9752790168026394e+01,5.6134488747581599e+01,-1.7823347724396411e-02,-1.5398032771048708e-02,1.2391772361208513e-02,1.3500000000000000e+02,1.3500000000000000e+02
57,26,0,1.0000000000000000e+00,-3.1364611001634866e+05,-1.2044543971229487e+00,0.0000000000000000e+00,-3.1364731447074580e+05,-7.2486557554429396e+01,-7.1498533679738131e+01,5.8390367050551390e+01,-1.5999158888265492e-02,-1.5781083268593312e-02,1.2887862129256657e-02,1.3500000000000000e+02,0.0000000000000000e+00
58,0,0,1.0000000000000000e+00,-3.1364615200129757e+05,1.2148275501564474e-02,0.0000000000000000e+00,-3.1364613985302206e+05,7.3110449429291691e-01,-3.1186191009052600e-01,1.9536559894284267e-06,1.6134709725785934e-04,-6.8824654110576403e-05,4.3115139545075239e-10,0.0000000000000000e+00,1.3500000000000000e+02
58,1,0,1.0000000000000000e+00,-3.1364610732147220e+05,-1.2926029170873571e-01,0.0000000000000000e+00,-3.1364623658176389e+05,-7.7791176820191232e+00,1.4552087479707989e+00,4.2018702850862544e-01,-1.7166729387925468e-03,3.2113121051117078e-04,9.2725644547028520e-05,1.3500000000000000e+02,1.3500000000000000e+02
58,2,0,1.0000000000000000e+00,-3.1364605692107847e+05,-1.8297900001137540e-01,0.0000000000000000e+00,-3.1364623990007851e+05,-1.1012010093300374e+01,1.1021951986905085e+00,2.8469085689222289e+00,-2.4306220887901839e-03,2.4328165097900988e-04,6.2838290137405084e-04,1.3500000000000000e+02,1.3500000000000000e+02
58,3,0,1.0000000000000000e+00,-3.1364598396445112e+05,-2.1559042619863747e-01,0.0000000000000000e+00,-3.1364619955487730e+05,-1.2974632102497408e+01,-5.4202866866738741e-01,5.6002619841971590e+00,-2.8651627474625165e-03,-1.1969513565040309e-04,1.2366949510702263e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,4,0,1.0000000000000000e+00,-3.1364586091731355e+05,-2.5724607460088383e-01,0.0000000000000000e+00,-3.1364611816338816e+05,-1.5481554083541479e+01,-2.7143163156856831e+00,8.3472711067081224e+00,-3.4207720104026730e-03,-5.9974969114682641e-04,1.8443956731337531e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,5,0,1.0000000000000000e+00,-3.1364568387181981e+05,-3.0623158345344853e-01,0.0000000000000000e+00,-3.1364599010340328e+05,-1.8429602846032612e+01,-5.4862107950001615e+00,1.1121471269674496e+01,-4.0747126458586429e-03,-1.2129796117145151e-03,2.4589135209091991e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,6,0,1.0000000000000000e+00,-3.1364546359989047e+05,-3.6113126322548211e-01,0.0000000000000000e+00,-3.1364582473115367e+05,-2.1733578566443018e+01,-8.5866869841491020e+00,1.3839156238504156e+01,-4.8079580623356741e-03,-1.8995689452604124e-03,3.0615336820589193e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,7,0,1.0000000000000000e+00,-3.1364521762704954e+05,-4.1998828165147217e-01,0.0000000000000000e+00,-3.1364563761533122e+05,-2.5275714954581659e+01,-1.1879268997832373e+01,1.6469527331708335e+01,-5.5942783400632001e-03,-2.6292406513435391e-03,3.6452033182212211e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,8,0,1.0000000000000000e+00,-3.1364496522515884e+05,-4.8118692563666354e-01,0.0000000000000000e+00,-3.1364544641208445e+05,-2.8958775180438867e+01,-1.5301994194622251e+01,1.9040833455309581e+01,-6.4120210376719441e-03,-3.3881511936502033e-03,4.2160009851771136e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,9,0,1.0000000000000000e+00,-3.1364472660971456e+05,-5.4367107615241783e-01,0.0000000000000000e+00,-3.1364527028079069e+05,-3.2719199828174361e+01,-1.8795473190396848e+01,2.1537073721479306e+01,-7.2469682207475170e-03,-4.1630051352120135e-03,4.7702416210392310e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,10,0,1.0000000000000000e+00,-3.1364451882396918e+05,-6.0685343686665172e-01,0.0000000000000000e+00,-3.1364512567740603e+05,-3.6521644305256899e+01,-2.2355841093929492e+01,2.3985565809835894e+01,-8.0911664696336413e-03,-4.9528118270847875e-03,5.3138682424493352e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,11,0,1.0000000000000000e+00,-3.1364435836262139e+05,-6.7011824066308512e-01,0.0000000000000000e+00,-3.1364502848086203e+05,-4.0329050486136396e+01,-2.5950155279448730e+01,2.6375747154785603e+01,-8.9362877020856251e-03,-5.7501491033285761e-03,5.8444536157293290e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,12,0,1.0000000000000000e+00,-3.1364425687424035e+05,-7.3339912235062188e-01,0.0000000000000000e+00,-3.1364499027336272e+05,-4.4137424391104361e+01,-2.9578436739830149e+01,2.8713224535845495e+01,-9.7813469687799918e-03,-6.5549124476030479e-03,6.3631717448876801e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,13,0,1.0000000000000000e+00,-3.1364422177620901e+05,-7.9628852398666694e-01,0.0000000000000000e+00,-3.1364501806473301e+05,-4.7922238352988607e+01,-3.3219977963848798e+01,3.0975185187597468e+01,-1.0620720327856499e-02,-7.3623459040616929e-03,6.8648458479302144e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,14,0,1.0000000000000000e+00,-3.1364425586653181e+05,-8.5870801330771362e-01,0.0000000000000000e+00,-3.1364511457454512e+05,-5.1678772191192209e+01,-3.6879569411767783e+01,3.3175433431307020e+01,-1.1453308149147462e-02,-8.1734347580502166e-03,7.3525056025817723e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,15,0,1.0000000000000000e+00,-3.1364435609001678e+05,-9.2032800980647100e-01,0.0000000000000000e+00,-3.1364527641802659e+05,-5.5387191075683710e+01,-4.0539460640164734e+01,3.5302324271067192e+01,-1.2274596888205758e-02,-8.9841266141002501e-03,7.8235019907754531e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,16,0,1.0000000000000000e+00,-3.1364451416296628e+05,-9.8096715350403885e-01,0.0000000000000000e+00,-3.1364549513011979e+05,-5.9036580401545415e+01,-4.4192588690202996e+01,3.7356054797943365e+01,-1.3082024348228546e-02,-9.7927169447190945e-03,8.2777968353949967e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,17,0,1.0000000000000000e+00,-3.1364471764404728e+05,-1.0403524892981757e+00,0.0000000000000000e+00,-3.1364575799653656e+05,-6.2610513184058703e+01,-4.7827584478079665e+01,3.9337361330559204e+01,-1.3871771802406448e-02,-1.0596516527341929e-02,8.7154516380047904e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,18,0,1.0000000000000000e+00,-3.1364494916327723e+05,-1.0977739160509687e+00,0.0000000000000000e+00,-3.1364604693719326e+05,-6.6066254086953705e+01,-5.1407477484943115e+01,4.1251462766364384e+01,-1.4634181714370243e-02,-1.1387150329454121e-02,9.1375152178601472e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,19,0,1.0000000000000000e+00,-3.1364519323556090e+05,-1.1530435631656404e+00,0.0000000000000000e+00,-3.1364634627912409e+05,-6.9392496716933621e+01,-5.4933938796578893e+01,4.3114537923560746e+01,-1.5366427142468832e-02,-1.2164692266512430e-02,9.5473781334911093e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,20,0,1.0000000000000000e+00,-3.1364542610106297e+05,-1.2047924671899988e+00,0.0000000000000000e+00,-3.1364663089353015e+05,-7.2506853982463610e+01,-5.8315348983363613e+01,4.4985271783605540e+01,-1.6050172372497874e-02,-1.2908730026705161e-02,9.9579739940883483e-03,1.3500000000000000e+02,1.3500000000000000e+02
58,21,0,1.0000000000000000e+00,-3.1364563713174843e+05,-1.2517163193106531e+00,0.0000000000000000e+00,-3.1364688884806773e+05,-7.5330830048459831e+01,-6.1519204715344664e+01,4.6845965367568695e+01,-1.6667390171389612e-02,-1.3611486656454345e-02,1.0364945962156384e-02,1.3500000000000000e+02,1.3500000000000000e+02
58,22,0,1.0000000000000000e+00,-3.1364580498000770e+05,-1.2921635710463284e+00,0.0000000000000000e+00,-3.1364709714357875e+05,-7.7765031083062468e+01,-6.4386623971456913e+01,4.8868349071904518e+01,-1.7196656806477223e-02,-1.4238207841544915e-02,1.0806556828750605e-02,1.3500000000000000e+02,1.3500000000000000e+02
58,23,0,1.0000000000000000e+00,-3.1364592980738712e+05,-1.3227861721265122e+00,0.0000000000000000e+00,-3.1364725259355927e+05,-7.9607964732336981e+01,-6.6782627609554027e+01,5.1066980281364494e+01,-1.7593286119293675e-02,-1.4758898550962038e-02,1.1285755117080973e-02,1.3500000000000000e+02,1.3500000000000000e+02
58,24,0,1.0000000000000000e+00,-3.1364600830457959e+05,-1.3407995173528597e+00,0.0000000000000000e+00,-3.1364734910409694e+05,-8.0692047680741439e+01,-6.8538291434428416e+01,5.3490210696837934e+01,-1.7822172697759864e-02,-1.5137814709903705e-02,1.1814197310376745e-02,1.3500000000000000e+02,1.3500000000000000e+02
58,25,0,1.0000000000000000e+00,-3.1364604889884888e+05,-1.3416369544373379e+00,0.0000000000000000e+00,-3.1364739053580334e+05,-8.0742450733292330e+01,-6.9753994777136811e+01,5.6135802144155825e+01,-1.7824038953747897e-02,-1.5398317846383725e-02,1.2392077711665953e-02,1.3500000000000000e+02,1.3500000000000000e+02
58,26,0,1.0000000000000000e+00,-3.1364611001634866e+05,-1.2044543971229487e+00,0.0000000000000000e+00,-3.1364731447074580e+05,-7.2486557554429396e+01,-7.1498533679738131e+01,5.8390367050551390e+01,-1.5999158888265492e-02,-1.5781083268593312e-02,1.2887862129256657e-02,1.3500000000000000e+02,0.0000000000000000e+00
59,0,0,1.0000000000000000e+00,-3.1364615200129757e+05,1.2148275501564474e-02,0.0000000000000000e+00,-3.1364613985302206e+05,7.3110449429291691e-01,-3.1186191009052600e-01,1.9536559894284267e-06,1.6134709725785934e-04,-6.8824654110576403e-05,4.3115139545075239e-10,0.0000000000000000e+00,1.3500000000000000e+02
59,1,0,1.0000000000000000e+00,-3.1364610732026200e+05,-1.2938190741377378e-01,0.0000000000000000e+00,-3.1364623670216941e+05,-7.7864367063674438e+00,1.4641550523402289e+00,4.1740248826663651e-01,-1.7182939428564839e-03,3.2310655730130968e-04,9.2111474653774740e-05,1.3500000000000000e+02,1.3500000000000000e+02
59,2,0,1.0000000000000000e+00,-3.1364605698877224e+05,-1.8312867575077088e-01,0.0000000000000000e+00,-3.1364624011744797e+05,-1.1021017783876596e+01,1.1214387200963438e+00,2.8397799343883010e+00,-2.4326192859764101e-03,2.4753008406701738e-04,6.2681174931303936e-04,1.3500000000000000e+02,1.3500000000000000e+02
59,3,0,1.0000000000000000e+00,-3.1364598410366080e+05,-2.1572302532399543e-01,0.0000000000000000e+00,-3.1364619982668612e+05,-1.2982612083983026e+01,-5.2093434796478721e-01,5.5912451335835751e+00,-2.8669375474696663e-03,-1.1503742330785869e-04,1.2347092023456594e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,4,0,1.0000000000000000e+00,-3.1364586109946528e+05,-2.5738200679634204e-01,0.0000000000000000e+00,-3.1364611848147208e+05,-1.5489734656286673e+01,-2.6934747345139760e+00,8.3351783607479746e+00,-3.4225974178639686e-03,-5.9514768173823257e-04,1.8417332877521738e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,5,0,1.0000000000000000e+00,-3.1364568387949408e+05,-3.0646207677582460e-01,0.0000000000000000e+00,-3.1364599034157087e+05,-1.8443474293063460e+01,-5.4683131569888532e+00,1.1108141063004897e+01,-4.0778046694945683e-03,-1.2090299566939085e-03,2.4559813827030267e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,6,0,1.0000000000000000e+00,-3.1364546350517514e+05,-3.6144923397995526e-01,0.0000000000000000e+00,-3.1364582495440909e+05,-2.1752714574414544e+01,-8.5707948729283139e+00,1.3822836952794257e+01,-4.8122227135211915e-03,-1.8960655976679025e-03,3.0579433992930453e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,7,0,1.0000000000000000e+00,-3.1364521748907270e+05,-4.2039209794800636e-01,0.0000000000000000e+00,-3.1364563788117067e+05,-2.5300017315215655e+01,-1.1865885218348442e+01,1.6451124183012780e+01,-5.5996961490271278e-03,-2.6262966911893321e-03,3.6411554817150716e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,8,0,1.0000000000000000e+00,-3.1364496511081455e+05,-4.8168274190223598e-01,0.0000000000000000e+00,-3.1364544679355645e+05,-2.8988614280867118e+01,-1.5291747249575728e+01,1.9020707176439387e+01,-6.4186748410030902e-03,-3.3859070459470735e-03,4.2115753940014300e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,9,0,1.0000000000000000e+00,-3.1364472678256466e+05,-5.4420652893801369e-01,0.0000000000000000e+00,-3.1364527098909358e+05,-3.2751424331847616e+01,-1.8786365205946492e+01,2.1514362542657935e+01,-7.2541592446106499e-03,-4.1610185697734704e-03,4.7652465538411837e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,10,0,1.0000000000000000e+00,-3.1364451927563513e+05,-6.0744296665038222e-01,0.0000000000000000e+00,-3.1364512671860179e+05,-3.6557123271053520e+01,-2.2349004774962779e+01,2.3961462275463429e+01,-8.0990874984601426e-03,-4.9513344864104986e-03,5.3085681310622856e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,11,0,1.0000000000000000e+00,-3.1364435923059599e+05,-6.7070768165409522e-01,0.0000000000000000e+00,-3.1364502993827767e+05,-4.0364524106695711e+01,-2.5942910137910822e+01,2.6348908991686368e+01,-8.9442148462635547e-03,-5.7485865904781568e-03,5.8385502666485102e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,12,0,1.0000000000000000e+00,-3.1364425807352347e+05,-7.3398068209633283e-01,0.0000000000000000e+00,-3.1364499205420556e+05,-4.4172423701928267e+01,-2.9570700324526467e+01,2.8684142893622742e+01,-9.7891759588969052e-03,-6.5532466739415748e-03,6.3567741700249446e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,13,0,1.0000000000000000e+00,-3.1364422316727479e+05,-7.9682445082002540e-01,0.0000000000000000e+00,-3.1364501999172563e+05,-4.7954491382992543e+01,-3.3210136769895115e+01,3.0943247069610472e+01,-1.0627944934318899e-02,-7.3602178789205792e-03,6.8578169939985797e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,14,0,1.0000000000000000e+00,-3.1364425725309009e+05,-8.5919520934443006e-01,0.0000000000000000e+00,-3.1364511644829944e+05,-5.1708092504983100e+01,-3.6867892638402502e+01,3.3141221440716720e+01,-1.1459885659958025e-02,-8.1709035025607345e-03,7.3449742572763103e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,15,0,1.0000000000000000e+00,-3.1364435722684400e+05,-9.2072620044481812e-01,0.0000000000000000e+00,-3.1364527795304445e+05,-5.5411154866080345e+01,-4.0524006171386873e+01,3.5265219942154047e+01,-1.2279989580884393e-02,-8.9807616311738340e-03,7.8153313083597457e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,16,0,1.0000000000000000e+00,-3.1364451497806393e+05,-9.8131096660415018e-01,0.0000000000000000e+00,-3.1364549628903053e+05,-5.9057271646531085e+01,-4.4175871866735932e+01,3.7318042464567192e+01,-1.3086693165672875e-02,-9.7890753217688004e-03,8.2694265695226633e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,17,0,1.0000000000000000e+00,-3.1364471796274337e+05,-1.0406085640277805e+00,0.0000000000000000e+00,-3.1364575857130741e+05,-6.2625924161468923e+01,-4.7808091451624968e+01,3.9298158607577861e+01,-1.3875272217546438e-02,-1.0592263379336806e-02,8.7068199891562111e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,18,0,1.0000000000000000e+00,-3.1364494906463532e+05,-1.0979612420302436e+00,0.0000000000000000e+00,-3.1364604702587734e+05,-6.6077527633751515e+01,-5.1386959844965560e+01,4.1212280560449784e+01,-1.4636765374847115e-02,-1.1382672771086982e-02,9.1288899982626230e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,19,0,1.0000000000000000e+00,-3.1364519299074344e+05,-1.1532195243951875e+00,0.0000000000000000e+00,-3.1364634621026786e+05,-6.9403086323245574e+01,-5.4916404309140461e+01,4.3078504611883176e+01,-1.5368856424865336e-02,-1.2160876092254549e-02,9.5394511606349385e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,20,0,1.0000000000000000e+00,-3.1364542548148235e+05,-1.2048415676910880e+00,0.0000000000000000e+00,-3.1364663032305002e+05,-7.2509808865350635e+01,-5.8295016093861619e+01,4.4947732810679895e+01,-1.6050908641048793e-02,-1.2904295186994591e-02,9.9497152765388903e-03,1.3500000000000000e+02,1.3500000000000000e+02
59,21,0,1.0000000000000000e+00,-3.1364563692390255e+05,-1.2518666007887731e+00,0.0000000000000000e+00,-3.1364688879050332e+05,-7.5339874231408444e+01,-6.1510104804498468e+01,4.6818168814221295e+01,-1.6669459174908110e-02,-1.3609528703665557e-02,1.0358838021092194e-02,1.3500000000000000e+02,1.3500000000000000e+02
59,22,0,1.0000000000000000e+00,-3.1364580457662279e+05,-1.2921541942478836e+00,0.0000000000000000e+00,-3.1364709673081705e+05,-7.7764466723280293e+01,-6.4374115749415637e+01,4.8838633060605950e+01,-1.7196597773296352e-02,-1.4235496264554412e-02,1.0800026849401978e-02,1.3500000000000000e+02,1.3500000000000000e+02
59,23,0,1.0000000000000000e+00,-3.1364592981455446e+05,-1.3228688814807699e+00,0.0000000000000000e+00,-3.1364725268343592e+05,-7.9612942330791256e+01,-6.6781754521966235e+01,5.1049812399723962e+01,-1.7594418572326954e-02,-1.4758732784574177e-02,1.1281981812297920e-02,1.3500000000000000e+02,1.3500000000000000e+02
59,24,0,1.0000000000000000e+00,-3.1364600825658190e+05,-1.3408408977298061e+00,0.0000000000000000e+00,-3.1364734909747966e+05,-8.0694538022565922e+01,-6.8536766807362866e+01,5.3477435774705754e+01,-1.7822760249197937e-02,-1.5137509836430609e-02,1.1811400621538055e-02,1.3500000000000000e+02,1.3500000000000000e+02
59,25,0,1.0000000000000000e+00,-3.1364604884008435e+05,-1.3417668099977309e+00,0.0000000000000000e+00,-3.1364739060689433e+05,-8.0750265681846045e+01,-6.9754280100196269e+01,5.6135632489853201e+01,-1.7825794363404208e-02,-1.5398406959210029e-02,1.2392061286415311e-02,1.3500000000000000e+02,1.3500000000000000e+02
59,26,0,1.0000000000000000e+00,-3.1364611001634866e+05,-1.2044543971229487e+00,0.0000000000000000e+00,-3.1364731447074580e+05,-7.2486557554429396e+01,-7.1498533679738131e+01,5.8390367050551390e+01,-1.5999158888265492e-02,-1.5781083268593312e-02,1.2887862129256657e-02,1.3500000000000000e+02,0.0000000000000000e+00
60,0,0,1.0000000000000000e+00,-3.1364615200129757e+05,1.2148275501564474e-02,0.0000000000000000e+00,-3.1364613985302206e+05,7.3110449429291691e-01,-3.1186191009052600e-01,1.9536559894284267e-06,1.6134709725785934e-04,-6.8824654110576403e-05,4.3115139545075239e-10,0.0000000000000000e+00,1.3500000000000000e+02
60,1,0,1.0000000000000000e+00,-3.1364610732446949e+05,-1.2951365743784729e-01,0.0000000000000000e+00,-3.1364623683812690e+05,-7.7943656267569681e+00,1.4747067947724348e+00,4.1398760280399483e-01,-1.7200507002870038e-03,3.2543642119618271e-04,9.1358258030477724e-05,1.3500000000000000e+02,1.3500000000000000e+02
60,2,0,1.0000000000000000e+00,-3.1364605704537715e+05,-1.8332443914026289e-01,0.0000000000000000e+00,-3.1364624036981631e+05,-1.1032799100900938e+01,1.1442865005097680e+00,2.8318878035787005e+00,-2.4352307749154088e-03,2.5257431734926539e-04,6.2507259194262877e-04,1.3500000000000000e+02,1.3500000000000000e+02
60,3,0,1.0000000000000000e+00,-3.1364598430068314e+05,-2.1587283023919168e-01,0.0000000000000000e+00,-3.1364620017351338e+05,-1.2991627522092653e+01,-4.9459646765650334e-01,5.5792489654816393e+00,-2.8689428833855277e-03,-1.0922180562964465e-04,1.2320663124720135e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,4,0,1.0000000000000000e+00,-3.1364586124875501e+05,-2.5757021563049104e-01,0.0000000000000000e+00,-3.1364611881897063e+05,-1.5501061321251363e+01,-2.6692980962168278e+00,8.3215215798419671e+00,-3.4251223860935869e-03,-5.8980946368975364e-04,1.8387276366942774e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,5,0,1.0000000000000000e+00,-3.1364568392797781e+05,-3.0673277707059110e-01,0.0000000000000000e+00,-3.1364599066075491e+05,-1.8459765453042625e+01,-5.4458870425930437e+00,1.1091253072729970e+01,-4.0814362602171628e-03,-1.2040803498411998e-03,2.4522653105987220e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,6,0,1.0000000000000000e+00,-3.1364546337044891e+05,-3.6184131445957979e-01,0.0000000000000000e+00,-3.1364582521176338e+05,-2.1776310630490268e+01,-8.5516780950566531e+00,1.3803081556788186e+01,-4.8174806377213599e-03,-1.8918513949409894e-03,3.0535970610012743e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,7,0,1.0000000000000000e+00,-3.1364521728573035e+05,-4.2089187201880907e-01,0.0000000000000000e+00,-3.1364563817760238e+05,-2.5330094582693327e+01,-1.1850022717460318e+01,1.6428982224408792e+01,-5.6064005124550108e-03,-2.6228079496065176e-03,3.6362854493631348e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,8,0,1.0000000000000000e+00,-3.1364496505255724e+05,-4.8226513816199956e-01,0.0000000000000000e+00,-3.1364544731769542e+05,-2.9023663912539828e+01,-1.5278092274261169e+01,1.8995321330732892e+01,-6.4264915162950348e-03,-3.3829130147586561e-03,4.2059910750451681e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,9,0,1.0000000000000000e+00,-3.1364472692349413e+05,-5.4487539792212658e-01,0.0000000000000000e+00,-3.1364527179889206e+05,-3.2791678065043996e+01,-1.8776255109020379e+01,2.1487360661422599e+01,-7.2631404837280086e-03,-4.1588167078435182e-03,4.7593087123775323e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,10,0,1.0000000000000000e+00,-3.1364451990067470e+05,-6.0813162892704642e-01,0.0000000000000000e+00,-3.1364512803230365e+05,-3.6598568201783550e+01,-2.2339062404416151e+01,2.3931033410359170e+01,-8.1083425113823888e-03,-4.9491763819690749e-03,5.3018745015569035e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,11,0,1.0000000000000000e+00,-3.1364436024698679e+05,-6.7143731009798047e-01,0.0000000000000000e+00,-3.1364503168429690e+05,-4.0408434463937994e+01,-2.5934814117468278e+01,2.6316710331682103e+01,-8.9540258515625956e-03,-5.7468446660690177e-03,5.8314683002198570e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,12,0,1.0000000000000000e+00,-3.1364425954043714e+05,-7.3466632212113425e-01,0.0000000000000000e+00,-3.1364499420675926e+05,-4.4213686745215604e+01,-2.9560023749059198e+01,2.8647966138611558e+01,-9.7984082569384442e-03,-6.5509393606363398e-03,6.3488138769029400e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,13,0,1.0000000000000000e+00,-3.1364422484157380e+05,-7.9748925139024152e-01,0.0000000000000000e+00,-3.1364502233082522e+05,-4.7994500267283215e+01,-3.3198891138621299e+01,3.0904859517940753e+01,-1.0636904846628903e-02,-7.3577898319285026e-03,6.8493691602172745e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,14,0,1.0000000000000000e+00,-3.1364425890476006e+05,-8.5977395570565818e-01,0.0000000000000000e+00,-3.1364511867871578e+05,-5.1742922473776090e+01,-3.6852834061503977e+01,3.3099122126918566e+01,-1.1467701161785518e-02,-8.1676346788565213e-03,7.3357055056431269e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,15,0,1.0000000000000000e+00,-3.1364435861897958e+05,-9.2122442217165468e-01,0.0000000000000000e+00,-3.1364527984340175e+05,-5.5441138702486910e+01,-4.0505963882181675e+01,3.5220572886120188e+01,-1.2286733770432623e-02,-8.9768357213197199e-03,7.8054998945118158e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,16,0,1.0000000000000000e+00,-3.1364451598185831e+05,-9.8174024510719105e-01,0.0000000000000000e+00,-3.1364549772210344e+05,-5.9083106345947115e+01,-4.4156107512452060e+01,3.7272185474745655e+01,-1.3092519413210126e-02,-9.7847714951471692e-03,8.2593289703419611e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,17,0,1.0000000000000000e+00,-3.1364471826192486e+05,-1.0409021371494849e+00,0.0000000000000000e+00,-3.1364575916406204e+05,-6.2643591841037860e+01,-4.7783153329374059e+01,3.9249874072717290e+01,-1.3879291715379681e-02,-1.0586818294551208e-02,8.6961880064209199e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,18,0,1.0000000000000000e+00,-3.1364494923596137e+05,-1.0982641175927572e+00,0.0000000000000000e+00,-3.1364604750007897e+05,-6.6095755168168878e+01,-5.1366512419170867e+01,4.1167115018238022e+01,-1.4640903798132734e-02,-1.1378221867065564e-02,9.1189482455441319e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,19,0,1.0000000000000000e+00,-3.1364519228329853e+05,-1.1533455728038211e+00,0.0000000000000000e+00,-3.1364634562887135e+05,-6.9410672047916592e+01,-5.4889265653025703e+01,4.3031679406984118e+01,-1.5370645849499194e-02,-1.2154953098700936e-02,9.5291499845634106e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,20,0,1.0000000000000000e+00,-3.1364542532170366e+05,-1.2050454066508247e+00,0.0000000000000000e+00,-3.1364663036711031e+05,-7.2522076212300945e+01,-5.8279446535682858e+01,4.4907257274274421e+01,-1.6053707973238927e-02,-1.2900916029857819e-02,9.9408074315173820e-03,1.3500000000000000e+02,1.3500000000000000e+02
60,21,0,1.0000000000000000e+00,-3.1364563612219080e+05,-1.2519197804342248e+00,0.0000000000000000e+00,-3.1364688804197125e+05,-7.5343074605355127e+01,-6.1489937091329317e+01,4.6779142975158251e+01,-1.6670271483957139e-02,-1.3605151504807957e-02,1.0350267987700458e-02,1.3500000000000000e+02,1.3500000000000000e+02
60,22,0,1.0000000000000000e+00,-3.1364580452556617e+05,-1.2922739918700068e+00,0.0000000000000000e+00,-3.1364709679955803e+05,-7.7771676342108435e+01,-6.4367864245240440e+01,4.8808911850156917e+01,-1.7198242715262324e-02,-1.4234155728919558e-02,1.0793486165507085e-02,1.3500000000000000e+02,1.3500000000000000e+02
60,23,0,1.0000000000000000e+00,-3.1364592957263772e+05,-1.3228961885430546e+00,0.0000000000000000e+00,-3.1364725246882625e+05,-7.9614585693599182e+01,-6.6774623808590178e+01,5.1023475901565448e+01,-1.7594847784832102e-02,-1.4757212281719230e-02,1.1276203777485335e-02,1.3500000000000000e+02,1.3500000000000000e+02
60,24,0,1.0000000000000000e+00,-3.1364600828122586e+05,-1.3409259044095054e+00,0.0000000000000000e+00,-3.1364734920713026e+05,-8.0699653885773216e+01,-6.8537891662652726e+01,5.3466079126107658e+01,-1.7823916795966292e-02,-1.5137780889311048e-02,1.1808909950211024e-02,1.3500000000000000e+02,1.3500000000000000e+02
